path	node	rank
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanohalophilus	Methanohalophilus	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanolobus	Methanolobus	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanomethylovorans	Methanomethylovorans	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosalsum	Methanosalsum	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina	Methanosarcina	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;uncultured	uncultured	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methermicoccaceae	Methermicoccaceae	family
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methermicoccaceae;Methermicoccus	Methermicoccus	genus
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Syntrophoarchaeaceae	Syntrophoarchaeaceae	family
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Syntrophoarchaeaceae;Candidatus Syntrophoarchaeum	Candidatus Syntrophoarchaeum	genus
Archaea;Halobacterota;uncultured	uncultured	class
Archaea;Hydrothermarchaeota	Hydrothermarchaeota	phylum
Archaea;Hydrothermarchaeota;Hydrothermarchaeia	Hydrothermarchaeia	class
Archaea;Hydrothermarchaeota;Hydrothermarchaeia;Hydrothermarchaeales	Hydrothermarchaeales	order
Archaea;Iainarchaeota	Iainarchaeota	phylum
Archaea;Iainarchaeota;Iainarchaeia	Iainarchaeia	class
Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales	Iainarchaeales	order
Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum	Candidatus Iainarchaeum	genus
Archaea;Korarchaeota	Korarchaeota	phylum
Archaea;Korarchaeota;Korarchaeia	Korarchaeia	class
Archaea;Korarchaeota;Korarchaeia;Korarchaeales	Korarchaeales	order
Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae	Korarchaeaceae	family
Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum	Candidatus Korarchaeum	genus
Archaea;Micrarchaeota	Micrarchaeota	phylum
Archaea;Micrarchaeota;Micrarchaeia	Micrarchaeia	class
Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales	Micrarchaeales	order
Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Candidatus Micrarchaeum	Candidatus Micrarchaeum	genus
Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;CG1-02-32-21	CG1-02-32-21	family
Archaea;Nanoarchaeota	Nanoarchaeota	phylum
Archaea;Nanoarchaeota;Nanoarchaeia	Nanoarchaeia	class
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales	Nanoarchaeales	order
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae	Nanoarchaeaceae	family
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae;Nanoarchaeum	Nanoarchaeum	genus
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanopusillaceae	Nanopusillaceae	family
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanopusillaceae;Candidatus Nanobsidianus	Candidatus Nanobsidianus	genus
Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanopusillaceae;Candidatus Nanopusillus	Candidatus Nanopusillus	genus
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales	Woesearchaeales	order
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;CG1-02-57-44	CG1-02-57-44	family
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011	GW2011	family
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011;AR15	AR15	genus
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011;AR20	AR20	genus
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011_GWC1_47_15	GW2011_GWC1_47_15	family
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;SCGC AAA011-D5	SCGC AAA011-D5	family
Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;SCGC AAA286-E23	SCGC AAA286-E23	family
Archaea;Nanohaloarchaeota	Nanohaloarchaeota	phylum
Archaea;Nanohaloarchaeota;Nanosalinia	Nanosalinia	class
Archaea;Nanohaloarchaeota;Nanosalinia;Nanosalinales	Nanosalinales	order
Archaea;Nanohaloarchaeota;Nanosalinia;Nanosalinales;Nanosalinaceae	Nanosalinaceae	family
Archaea;Nanohaloarchaeota;Nanosalinia;Nanosalinales;Nanosalinaceae;Candidatus Nanosalinarum	Candidatus Nanosalinarum	genus
Archaea;Thermoplasmatota	Thermoplasmatota	phylum
Archaea;Thermoplasmatota;Thermoplasmata	Thermoplasmata	class
Archaea;Thermoplasmatota;Thermoplasmata;A10	A10	order
Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales	Acidiprofundales	order
Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae	Aciduliprofundaceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;Aciduliprofundum	Aciduliprofundum	genus
Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;JdFR-45	JdFR-45	genus
Archaea;Thermoplasmatota;Thermoplasmata;BSLdp215	BSLdp215	order
Archaea;Thermoplasmatota;Thermoplasmata;JdFR-43	JdFR-43	order
Archaea;Thermoplasmatota;Thermoplasmata;Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	order
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II	Marine Group II	order
Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III	Marine Group III	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales	Methanomassiliicoccales	order
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae	Methanomassiliicoccaceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus	Methanomassiliicoccus	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;uncultured	uncultured	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae	Methanomethylophilaceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanogranum	Candidatus Methanogranum	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus	Candidatus Methanomethylophilus	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanoplasma	Candidatus Methanoplasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;RumEn M2	RumEn M2	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;uncultured	uncultured	genus
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;uncultured	uncultured	family
Archaea;Thermoplasmatota;Thermoplasmata;SG8-5	SG8-5	order
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales	Thermoplasmatales	order
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae	Ferroplasmaceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Acidiplasma	Acidiplasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma	Ferroplasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;uncultured	uncultured	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Picrophilaceae	Picrophilaceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus	Picrophilus	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermogymnomonas	Thermogymnomonas	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae	Thermoplasmataceae	family
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;A-plasma	A-plasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma	Cuniculiplasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;E-plasma	E-plasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma	Thermoplasma	genus
Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;uncultured	uncultured	genus
Archaea;Thermoplasmatota;Thermoplasmata;uncultured	uncultured	order
Archaea;Thermoplasmatota;uncultured	uncultured	genus
Archaea;uncultured	uncultured	phylum
Bacteria	Bacteria	domain
Bacteria;10bav-F6	10bav-F6	phylum
Bacteria;Abditibacteriota	Abditibacteriota	phylum
Bacteria;Abditibacteriota;Abditibacteria	Abditibacteria	class
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales	Abditibacteriales	order
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae	Abditibacteriaceae	family
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium	Abditibacterium	genus
Bacteria;Acetothermia	Acetothermia	phylum
Bacteria;Acetothermia;Acetothermiia	Acetothermiia	class
Bacteria;Acidobacteriota	Acidobacteriota	phylum
Bacteria;Acidobacteriota;Acidobacteriae	Acidobacteriae	class
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales	Acidobacteriales	order
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1)	Acidobacteriaceae (Subgroup 1)	family
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidicapsa	Acidicapsa	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidipila	Acidipila	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidobacterium	Acidobacterium	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella	Bryocella	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter	Edaphobacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella	Granulicella	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Occallatibacter	Occallatibacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Telmatobacter	Telmatobacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terracidiphilus	Terracidiphilus	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus	Terriglobus	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured	uncultured	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae	Koribacteraceae	family
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter	Candidatus Koribacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured	uncultured	family
Bacteria;Acidobacteriota;Acidobacteriae;AKIW659	AKIW659	order
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11	AMGG11	order
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales	Bryobacterales	order
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	Bryobacteraceae	family
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter	Bryobacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Elev-16S-1166	Elev-16S-1166	order
Bacteria;Acidobacteriota;Acidobacteriae;GOUTB8	GOUTB8	order
Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum	Paludibaculum	genus
Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f	PAUC26f	order
Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales	Solibacterales	order
Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae	Solibacteraceae	family
Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter	Candidatus Solibacter	genus
Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 12	Subgroup 12	order
Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 13	Subgroup 13	order
Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 15	Subgroup 15	order
Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2	Subgroup 2	order
Bacteria;Acidobacteriota;Acidobacteriae;TSBb06	TSBb06	order
Bacteria;Acidobacteriota;Aminicenantia	Aminicenantia	class
Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales	Aminicenantales	order
Bacteria;Acidobacteriota;AT-s3-28	AT-s3-28	class
Bacteria;Acidobacteriota;Blastocatellia	Blastocatellia	class
Bacteria;Acidobacteriota;Blastocatellia;11-24	Nov.24	order
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales	Blastocatellales	order
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae	Blastocatellaceae	family
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	Aridibacter	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella	Blastocatella	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03	JGI 0001001-H03	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;OLB17	OLB17	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	Stenotrophobacter	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium	Tellurimicrobium	genus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;uncultured	uncultured	genus
Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales	Chloracidobacteriales	order
Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae	Chloracidobacteriaceae	family
Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	Chloracidobacterium	genus
Bacteria;Acidobacteriota;Blastocatellia;DS-100	DS-100	order
Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573	Elev-16S-573	order
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales	Pyrinomonadales	order
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae	Pyrinomonadaceae	family
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Pyrinomonas	Pyrinomonas	genus
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41	RB41	genus
Bacteria;Acidobacteriota;c5LKS83	c5LKS83	class
Bacteria;Acidobacteriota;d142	d142	class
Bacteria;Acidobacteriota;FFCH5909	FFCH5909	class
Bacteria;Acidobacteriota;GBS-L1-B05	GBS-L1-B05	class
Bacteria;Acidobacteriota;Holophagae	Holophagae	class
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales	Acanthopleuribacterales	order
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae	Acanthopleuribacteraceae	family
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter	Acanthopleuribacter	genus
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Thermotomaculum	Thermotomaculum	genus
Bacteria;Acidobacteriota;Holophagae;Holophagales	Holophagales	order
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae	Holophagaceae	family
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix	Geothrix	genus
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Holophaga	Holophaga	genus
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;marine group	marine group	genus
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;uncultured	uncultured	genus
Bacteria;Acidobacteriota;Holophagae;Subgroup 7	Subgroup 7	order
Bacteria;Acidobacteriota;ODP1230B23.02	ODP1230B23.02	class
Bacteria;Acidobacteriota;Subgroup 11	Subgroup 11	class
Bacteria;Acidobacteriota;Subgroup 18	Subgroup 18	class
Bacteria;Acidobacteriota;Subgroup 19	Subgroup 19	class
Bacteria;Acidobacteriota;Subgroup 20	Subgroup 20	class
Bacteria;Acidobacteriota;Subgroup 21	Subgroup 21	class
Bacteria;Acidobacteriota;Subgroup 22	Subgroup 22	class
Bacteria;Acidobacteriota;Subgroup 25	Subgroup 25	class
Bacteria;Acidobacteriota;Subgroup 26	Subgroup 26	class
Bacteria;Acidobacteriota;Subgroup 5	Subgroup 5	class
Bacteria;Acidobacteriota;Thermoanaerobaculia	Thermoanaerobaculia	class
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales	Thermoanaerobaculales	order
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae	Thermoanaerobaculaceae	family
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;B276-D12	B276-D12	genus
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10	Subgroup 10	genus
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 23	Subgroup 23	genus
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum	Thermoanaerobaculum	genus
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;TPD-58	TPD-58	genus
Bacteria;Acidobacteriota;Vicinamibacteria	Vicinamibacteria	class
Bacteria;Acidobacteriota;Vicinamibacteria;11B-2	11B-2	order
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17	Subgroup 17	order
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9	Subgroup 9	order
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales	Vicinamibacterales	order
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured	uncultured	family
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae	Vicinamibacteraceae	family
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea	Luteitalea	genus
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;uncultured	uncultured	genus
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter	Vicinamibacter	genus
Bacteria;Actinobacteriota	Actinobacteriota	phylum
Bacteria;Actinobacteriota;Acidimicrobiia	Acidimicrobiia	class
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales	Acidimicrobiales	order
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	Acidimicrobiaceae	family
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium	Acidimicrobium	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidithrix	Acidithrix	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium	Ferrimicrobium	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix	Ferrithrix	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured	uncultured	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis	Acidimicrobiales Incertae Sedis	family
Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis;Aciditerrimonas	Aciditerrimonas	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales	Actinomarinales	order
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae	Actinomarinaceae	family
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	Candidatus Actinomarina	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured	uncultured	family
Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256	IMCC26256	order
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales	Microtrichales	order
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae	Iamiaceae	family
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia	Iamia	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae	Ilumatobacteraceae	family
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	CL500-29 marine group	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	Ilumatobacter	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae	Microtrichaceae	family
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Candidatus Microthrix	Candidatus Microthrix	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;IMCC26207	IMCC26207	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group	Sva0996 marine group	genus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured	uncultured	genus
