path	node	rank
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia	Phaeogromia	class
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia;Protocystis	Protocystis	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea	Phytomyxea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia	Maullinia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa	Phagomyxa	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Plasmodiophora	Plasmodiophora	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Polymyxa	Polymyxa	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Sorosphaerula	Sorosphaerula	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Spongospora	Spongospora	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Woronina	Woronina	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea	Thecofilosea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida	Cryomonadida	order
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae	Protaspidae	family
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas	Cryothecomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspis	Protaspis	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhizaspididae	Rhizaspididae	family
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhizaspididae;Rhogostoma	Rhogostoma	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Ventrifissuridae	Ventrifissuridae	family
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea	Ebriacea	order
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea;Ebria	Ebria	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis	Incertae Sedis	order
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis;Lecythium	Lecythium	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis;Pseudodifflugia	Pseudodifflugia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Phaeosphaerida	Phaeosphaerida	order
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Phaeosphaerida;Aulosphaera	Aulosphaera	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;uncultured	uncultured	class
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae	Vampyrellidae	class
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;Leptophrys	Leptophrys	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;Vampyrella	Vampyrella	genus
Eukaryota;SAR;Rhizaria;Retaria	Retaria	phylum
Eukaryota;SAR;Rhizaria;Retaria;Acantharia	Acantharia	class
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group I	Acantharea Group I	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group II	Acantharea Group II	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group VI	Acantharea Group VI	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida	Arthracanthida	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;Hexaconus	Hexaconus	genus
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;Phyllostaurus	Phyllostaurus	genus
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida	Chaunocanthida	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida;Amphiacon	Amphiacon	genus
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Holocanthida	Holocanthida	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;SSRPB68	SSRPB68	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Symphyacanthida	Symphyacanthida	order
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Symphyacanthida;Amphibelone	Amphibelone	genus
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;uncultured	uncultured	order
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera	Foraminifera	class
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea	Globothalamea	subclass
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida	Rotaliida	order
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Calcarinidae	Calcarinidae	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Calcarina	Calcarina	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Elphidiidae	Elphidiidae	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Elphidiidae;Elphidium	Elphidium	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Nummulitidae	Nummulitidae	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Pseudoparrellidae	Pseudoparrellidae	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Pseudoparrellidae;Epistominella	Epistominella	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Rotaliidae	Rotaliidae	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Rotaliidae;Ammonia	Ammonia	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea	Tubothalamea	subclass
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida	Miliolida	family
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Amphisorus	Amphisorus	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Laevipeneroplis	Laevipeneroplis	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Marginopora	Marginopora	genus
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Sorites	Sorites	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea	Polycystinea	class
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria	Collodaria	order
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;AT8-54	AT8-54	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Collophidium	Collophidium	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Collosphaera	Collosphaera	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Collozoum	Collozoum	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Disolenia	Disolenia	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;E84	E84	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Siphonosphaera	Siphonosphaera	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Sphaerozoum	Sphaerozoum	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria;Thalassicolla	Thalassicolla	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria	Nassellaria	order
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Asp-05	Asp-05	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Ceratospyris	Ceratospyris	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Eucyrtidium	Eucyrtidium	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Pseudocubus	Pseudocubus	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Pterocorys	Pterocorys	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria	Spumellaria	order
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Actinomma	Actinomma	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Astrosphaera	Astrosphaera	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Cladococcus	Cladococcus	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Hexacontium	Hexacontium	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Rhizosphaera	Rhizosphaera	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Triastrum	Triastrum	genus
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Retaria;RAD A	RAD A	class
Eukaryota;SAR;Rhizaria;Retaria;RAD B	RAD B	class
Eukaryota;SAR;Rhizaria;Retaria;RAD C	RAD C	class
Eukaryota;SAR;Rhizaria;Retaria;uncultured	uncultured	class
Eukaryota;SAR;Stramenopiles	Stramenopiles	kingdom
Eukaryota;SAR;Stramenopiles;Bicosoecida	Bicosoecida	phylum
Eukaryota;SAR;Stramenopiles;Bicosoecida;Bicosoeca	Bicosoeca	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;Caecitellus	Caecitellus	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;Cafeteria	Cafeteria	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;CH1-2B-3	CH1-2B-3	class
Eukaryota;SAR;Stramenopiles;Bicosoecida;Halocafeteria	Halocafeteria	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;K4	K4	class
Eukaryota;SAR;Stramenopiles;Bicosoecida;LG08-10	LG08-10	class
Eukaryota;SAR;Stramenopiles;Bicosoecida;P34.6	P34.6	class
Eukaryota;SAR;Stramenopiles;Bicosoecida;Paramonas	Paramonas	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;Pseudobodo	Pseudobodo	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;Rictus	Rictus	genus
Eukaryota;SAR;Stramenopiles;Bicosoecida;uncultured	uncultured	class
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes	Hyphochytriomycetes	phylum
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales	Hyphochytriales	order
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales;Hyphochytrium	Hyphochytrium	genus
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales;Rhizidiomyces	Rhizidiomyces	genus
Eukaryota;SAR;Stramenopiles;Incertae Sedis	Incertae Sedis	phylum
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Blastocystis	Blastocystis	genus
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Pirsonia	Pirsonia	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes	Labyrinthulomycetes	phylum
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Amphitraemidae	Amphitraemidae	family
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Labyrinthulaceae	Labyrinthulaceae	family
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthula	Labyrinthula	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae	Thraustochytriaceae	family
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Aplanochytrium	Aplanochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium	Aurantiochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Labyrinthuloides	Labyrinthuloides	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Monorhizochytrium	Monorhizochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Oblongichytrium	Oblongichytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Parietichytrium	Parietichytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Schizochytrium	Schizochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Sicyoidochytrium	Sicyoidochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytrium	Thraustochytrium	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia	Ulkenia	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;uncultured	uncultured	genus
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;uncultured	uncultured	class
Eukaryota;SAR;Stramenopiles;MAST-11	MAST-11	phylum
Eukaryota;SAR;Stramenopiles;MAST-12	MAST-12	phylum
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12A	MAST-12A	class
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12B	MAST-12B	class
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C	MAST-12C	class
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12D	MAST-12D	class
Eukaryota;SAR;Stramenopiles;MAST-16	MAST-16	phylum
Eukaryota;SAR;Stramenopiles;MAST-1	MAST-1	phylum
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1A	MAST-1A	class
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1B	MAST-1B	class
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1C	MAST-1C	class
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1D	MAST-1D	class
Eukaryota;SAR;Stramenopiles;MAST-22	MAST-22	phylum
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22A	MAST-22A	class
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22B	MAST-22B	class
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22C	MAST-22C	class
Eukaryota;SAR;Stramenopiles;MAST-23	MAST-23	phylum
Eukaryota;SAR;Stramenopiles;MAST-24	MAST-24	phylum
Eukaryota;SAR;Stramenopiles;MAST-2	MAST-2	phylum
Eukaryota;SAR;Stramenopiles;MAST-3	MAST-3	phylum
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3A	MAST-3A	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3B	MAST-3B	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3C	MAST-3C	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3D	MAST-3D	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3E	MAST-3E	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3F	MAST-3F	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3I	MAST-3I	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3J	MAST-3J	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3K	MAST-3K	class
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3L	MAST-3L	class
Eukaryota;SAR;Stramenopiles;MAST-4	MAST-4	phylum
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4A	MAST-4A	class
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4D	MAST-4D	class
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4F	MAST-4F	class
Eukaryota;SAR;Stramenopiles;MAST-6	MAST-6	phylum
Eukaryota;SAR;Stramenopiles;MAST-7	MAST-7	phylum
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7A	MAST-7A	class
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7B	MAST-7B	class
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7D	MAST-7D	class
Eukaryota;SAR;Stramenopiles;MAST-8	MAST-8	phylum
Eukaryota;SAR;Stramenopiles;MAST-8;MAST-8D	MAST-8D	class
Eukaryota;SAR;Stramenopiles;MAST-9	MAST-9	phylum
Eukaryota;SAR;Stramenopiles;MAST-9;MAST-9A	MAST-9A	class
Eukaryota;SAR;Stramenopiles;Ochrophyta	Ochrophyta	superphylum
Eukaryota;SAR;Stramenopiles;Ochrophyta;ANT37-16	ANT37-16	class
Eukaryota;SAR;Stramenopiles;Ochrophyta;Bolidomonas	Bolidomonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysomerophyceae	Chrysomerophyceae	class
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae	Chrysophyceae	class
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;A-3-62	A-3-62	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales	Chromulinales	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulina	Chromulina	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chrysamoeba	Chrysamoeba	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chrysochaete	Chrysochaete	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chrysoxys	Chrysoxys	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;eukaryotic	eukaryotic	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;JBNA46	JBNA46	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Oikomonas	Oikomonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Phaeoplaca	Phaeoplaca	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Poterioochromonas	Poterioochromonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Poteriospumella	Poteriospumella	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Spumella	Spumella	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;uncultured	uncultured	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Uroglena	Uroglena	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales	Chrysocapsales	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales;Chrysocapsa	Chrysocapsa	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales;Chrysonebula	Chrysonebula	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales	Hibberdiales	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales;Chrysopodocystis	Chrysopodocystis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Incertae Sedis	Incertae Sedis	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Incertae Sedis;Chlamydomyxa	Chlamydomyxa	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales	Ochromonadales	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Chrysolepidomonas	Chrysolepidomonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Chrysonephele	Chrysonephele	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Dinobryon	Dinobryon	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Epipyxis	Epipyxis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Ochromonas	Ochromonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Paraphysomonas	Paraphysomonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;uncultured	uncultured	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;P34.45	P34.45	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;P34.48	P34.48	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales	Synurales	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales;Mallomonas	Mallomonas	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales;Synura	Synura	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales;Tessellaria	Tessellaria	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured	uncultured	order
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea	Diatomea	phylum
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina	Bacillariophytina	subphylum
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae	Bacillariophyceae	class
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Achnanthes	Achnanthes	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Achnanthidium	Achnanthidium	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Amphora	Amphora	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Anomoeoneis	Anomoeoneis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Asterionella	Asterionella	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Bacillaria	Bacillaria	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Campylodiscus	Campylodiscus	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Climaconeis	Climaconeis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cocconeis	Cocconeis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cylindrotheca	Cylindrotheca	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cymatopleura	Cymatopleura	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cymbella	Cymbella	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cymbellonitzschia	Cymbellonitzschia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Cymbopleura	Cymbopleura	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Diatoma	Diatoma	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Encyonema	Encyonema	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Entomoneis	Entomoneis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Epithemia	Epithemia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Eunotia	Eunotia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Fistulifera	Fistulifera	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Fragilariopsis	Fragilariopsis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Frustulia	Frustulia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Gomphonema	Gomphonema	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Gyrosigma	Gyrosigma	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Hantzschia	Hantzschia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Haslea	Haslea	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Lemnicula	Lemnicula	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Luticola	Luticola	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Navicula	Navicula	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Neidium	Neidium	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Nitzschia	Nitzschia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Phaeodactylum	Phaeodactylum	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Pinnularia	Pinnularia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Planothidium	Planothidium	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Pleurosigma	Pleurosigma	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Pseudo-nitzschia	Pseudo-nitzschia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Rhaphoneis	Rhaphoneis	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Rhoicosphenia	Rhoicosphenia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Rhopalodia	Rhopalodia	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Sellaphora	Sellaphora	genus
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Stauroneis	Stauroneis	genus
